data,forn,area,eta,m,f,d,N1,N2,ISTAT,reg
2023-10-16,Pfizer/BioNTech,CAM,90+,4,3,7,ITF,ITF3,15,Campania
2023-10-16,Pfizer/BioNTech,EMR,20-29,1,3,4,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,30-39,4,4,8,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,40-49,4,10,14,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,50-59,22,34,56,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,60-69,59,38,97,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,70-79,113,116,229,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,80-89,87,134,221,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,EMR,90+,21,62,83,ITH,ITH5,8,Emilia-Romagna
2023-10-16,Pfizer/BioNTech,FVG,05-11,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,20-29,2,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,30-39,1,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,40-49,1,2,3,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,50-59,9,14,23,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,60-69,20,14,34,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,70-79,17,13,30,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,80-89,17,16,33,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,FVG,90+,5,3,8,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-16,Pfizer/BioNTech,LAZ,12-19,1,0,1,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,20-29,1,6,7,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,30-39,6,10,16,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,40-49,12,15,27,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,50-59,23,30,53,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,60-69,42,24,66,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,70-79,34,27,61,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,80-89,42,41,83,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LAZ,90+,5,12,17,ITI,ITI4,12,Lazio
2023-10-16,Pfizer/BioNTech,LIG,30-39,0,2,2,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LIG,40-49,2,1,3,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LIG,50-59,4,7,11,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LIG,60-69,3,5,8,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LIG,70-79,7,5,12,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LIG,80-89,8,17,25,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LIG,90+,2,14,16,ITC,ITC3,7,Liguria
2023-10-16,Pfizer/BioNTech,LOM,05-11,3,2,5,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,12-19,5,5,10,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,20-29,30,44,74,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,30-39,67,117,184,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,40-49,100,121,221,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,50-59,204,191,395,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,60-69,694,528,1222,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,70-79,782,608,1390,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,80-89,453,416,869,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,LOM,90+,72,133,205,ITC,ITC4,3,Lombardia
2023-10-16,Pfizer/BioNTech,MAR,20-29,0,1,1,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,30-39,2,1,3,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,40-49,3,1,4,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,50-59,10,4,14,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,60-69,20,15,35,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,70-79,30,23,53,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,80-89,13,10,23,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,MAR,90+,3,6,9,ITI,ITI3,11,Marche
2023-10-16,Pfizer/BioNTech,PAB,20-29,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,30-39,3,2,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,40-49,2,5,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,50-59,13,12,25,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,60-69,20,15,35,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,70-79,15,15,30,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,80-89,21,23,44,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAB,90+,2,5,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-16,Pfizer/BioNTech,PAT,20-29,1,2,3,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,30-39,0,1,1,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,40-49,2,3,5,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,50-59,5,8,13,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,60-69,11,16,27,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,70-79,22,25,47,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,80-89,27,49,76,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PAT,90+,8,46,54,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-16,Pfizer/BioNTech,PIE,30-39,3,3,6,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PIE,40-49,2,0,2,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PIE,50-59,5,5,10,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PIE,60-69,28,21,49,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PIE,70-79,44,35,79,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PIE,80-89,27,16,43,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PIE,90+,2,0,2,ITC,ITC1,1,Piemonte
2023-10-16,Pfizer/BioNTech,PUG,12-19,3,1,4,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,20-29,11,9,20,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,30-39,11,6,17,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,40-49,14,12,26,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,50-59,9,13,22,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,60-69,17,19,36,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,70-79,35,29,64,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,80-89,33,33,66,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,PUG,90+,12,15,27,ITF,ITF4,16,Puglia
2023-10-16,Pfizer/BioNTech,SAR,30-39,5,5,10,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SAR,40-49,2,1,3,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SAR,50-59,4,4,8,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SAR,60-69,15,18,33,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SAR,70-79,26,25,51,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SAR,80-89,11,6,17,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SAR,90+,0,3,3,ITG,ITG2,20,Sardegna
2023-10-16,Pfizer/BioNTech,SIC,30-39,0,1,1,ITG,ITG1,19,Sicilia
2023-10-16,Pfizer/BioNTech,SIC,50-59,0,1,1,ITG,ITG1,19,Sicilia
2023-10-16,Pfizer/BioNTech,SIC,60-69,0,1,1,ITG,ITG1,19,Sicilia
2023-10-16,Pfizer/BioNTech,SIC,70-79,2,0,2,ITG,ITG1,19,Sicilia
2023-10-16,Pfizer/BioNTech,SIC,80-89,1,0,1,ITG,ITG1,19,Sicilia
2023-10-16,Pfizer/BioNTech,TOS,20-29,5,8,13,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,30-39,11,19,30,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,40-49,15,26,41,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,50-59,25,27,52,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,60-69,96,106,202,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,70-79,104,99,203,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,80-89,49,74,123,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,TOS,90+,10,60,70,ITI,ITI1,9,Toscana
2023-10-16,Pfizer/BioNTech,VDA,20-29,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,30-39,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,40-49,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,50-59,4,4,8,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,60-69,13,14,27,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,70-79,18,12,30,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,80-89,20,18,38,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VDA,90+,3,6,9,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-16,Pfizer/BioNTech,VEN,12-19,0,1,1,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,20-29,6,2,8,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,30-39,5,7,12,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,40-49,1,5,6,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,50-59,16,14,30,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,60-69,15,9,24,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,70-79,13,12,25,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,80-89,12,10,22,ITH,ITH3,5,Veneto
2023-10-16,Pfizer/BioNTech,VEN,90+,4,20,24,ITH,ITH3,5,Veneto
2023-10-17,Pfizer Pediatrico,EMR,20-29,0,2,2,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,30-39,2,0,2,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,40-49,3,2,5,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,50-59,2,6,8,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,60-69,6,9,15,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,70-79,14,18,32,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,80-89,13,21,34,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,EMR,90+,4,5,9,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer Pediatrico,MAR,60-69,0,1,1,ITI,ITI3,11,Marche
2023-10-17,Pfizer Pediatrico,MAR,70-79,1,0,1,ITI,ITI3,11,Marche
2023-10-17,Pfizer Pediatrico,MAR,80-89,1,3,4,ITI,ITI3,11,Marche
2023-10-17,Pfizer Pediatrico,MAR,90+,0,4,4,ITI,ITI3,11,Marche
2023-10-17,Pfizer Pediatrico,TOS,90+,0,1,1,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,CAL,40-49,1,1,2,ITF,ITF6,18,Calabria
2023-10-17,Pfizer/BioNTech,CAL,60-69,1,1,2,ITF,ITF6,18,Calabria
2023-10-17,Pfizer/BioNTech,CAL,70-79,0,1,1,ITF,ITF6,18,Calabria
2023-10-17,Pfizer/BioNTech,CAL,80-89,0,2,2,ITF,ITF6,18,Calabria
2023-10-17,Pfizer/BioNTech,CAM,12-19,1,0,1,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,20-29,3,1,4,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,30-39,8,5,13,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,40-49,13,8,21,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,50-59,22,14,36,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,60-69,43,29,72,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,70-79,57,49,106,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,80-89,32,23,55,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,CAM,90+,1,4,5,ITF,ITF3,15,Campania
2023-10-17,Pfizer/BioNTech,EMR,12-19,1,1,2,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,20-29,3,2,5,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,30-39,16,13,29,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,40-49,17,14,31,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,50-59,33,41,74,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,60-69,112,84,196,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,70-79,182,173,355,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,80-89,190,192,382,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,EMR,90+,30,98,128,ITH,ITH5,8,Emilia-Romagna
2023-10-17,Pfizer/BioNTech,FVG,12-19,3,0,3,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,20-29,3,4,7,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,30-39,5,4,9,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,40-49,13,10,23,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,50-59,22,23,45,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,60-69,47,44,91,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,70-79,75,62,137,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,80-89,44,52,96,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,FVG,90+,3,8,11,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-17,Pfizer/BioNTech,LAZ,12-19,2,0,2,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,20-29,4,6,10,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,30-39,18,19,37,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,40-49,25,24,49,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,50-59,30,36,66,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,60-69,59,33,92,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,70-79,40,39,79,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,80-89,48,34,82,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LAZ,90+,4,6,10,ITI,ITI4,12,Lazio
2023-10-17,Pfizer/BioNTech,LIG,12-19,0,1,1,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,20-29,9,5,14,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,30-39,11,18,29,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,40-49,7,11,18,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,50-59,11,20,31,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,60-69,36,22,58,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,70-79,25,12,37,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,80-89,22,23,45,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LIG,90+,5,17,22,ITC,ITC3,7,Liguria
2023-10-17,Pfizer/BioNTech,LOM,05-11,8,5,13,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,12-19,3,1,4,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,20-29,36,46,82,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,30-39,81,112,193,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,40-49,96,139,235,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,50-59,201,234,435,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,60-69,673,562,1235,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,70-79,875,646,1521,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,80-89,520,473,993,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,LOM,90+,86,157,243,ITC,ITC4,3,Lombardia
2023-10-17,Pfizer/BioNTech,MAR,20-29,2,2,4,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,30-39,0,1,1,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,40-49,5,3,8,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,50-59,8,4,12,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,60-69,21,17,38,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,70-79,40,23,63,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,80-89,29,43,72,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,MAR,90+,7,29,36,ITI,ITI3,11,Marche
2023-10-17,Pfizer/BioNTech,PAB,12-19,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,20-29,5,1,6,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,30-39,12,9,21,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,40-49,10,8,18,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,50-59,23,21,44,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,60-69,63,57,120,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,70-79,72,69,141,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,80-89,63,63,126,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAB,90+,6,17,23,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-17,Pfizer/BioNTech,PAT,20-29,2,2,4,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,30-39,2,3,5,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,40-49,2,4,6,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,50-59,6,8,14,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,60-69,13,21,34,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,70-79,17,24,41,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,80-89,20,48,68,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PAT,90+,7,33,40,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-17,Pfizer/BioNTech,PIE,20-29,0,3,3,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,30-39,5,7,12,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,40-49,8,7,15,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,50-59,8,12,20,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,60-69,47,54,101,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,70-79,90,72,162,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,80-89,44,32,76,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PIE,90+,3,19,22,ITC,ITC1,1,Piemonte
2023-10-17,Pfizer/BioNTech,PUG,20-29,3,8,11,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,30-39,3,10,13,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,40-49,11,9,20,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,50-59,25,11,36,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,60-69,43,25,68,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,70-79,42,22,64,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,80-89,17,21,38,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,PUG,90+,4,8,12,ITF,ITF4,16,Puglia
2023-10-17,Pfizer/BioNTech,SAR,30-39,0,2,2,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SAR,40-49,1,3,4,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SAR,50-59,4,4,8,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SAR,60-69,15,19,34,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SAR,70-79,29,22,51,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SAR,80-89,14,14,28,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SAR,90+,1,1,2,ITG,ITG2,20,Sardegna
2023-10-17,Pfizer/BioNTech,SIC,50-59,0,1,1,ITG,ITG1,19,Sicilia
2023-10-17,Pfizer/BioNTech,SIC,60-69,2,1,3,ITG,ITG1,19,Sicilia
2023-10-17,Pfizer/BioNTech,SIC,70-79,3,3,6,ITG,ITG1,19,Sicilia
2023-10-17,Pfizer/BioNTech,SIC,80-89,4,1,5,ITG,ITG1,19,Sicilia
2023-10-17,Pfizer/BioNTech,SIC,90+,0,1,1,ITG,ITG1,19,Sicilia
2023-10-17,Pfizer/BioNTech,TOS,20-29,3,5,8,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,30-39,8,19,27,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,40-49,16,20,36,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,50-59,32,20,52,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,60-69,93,62,155,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,70-79,85,89,174,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,80-89,44,85,129,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,TOS,90+,14,57,71,ITI,ITI1,9,Toscana
2023-10-17,Pfizer/BioNTech,VDA,20-29,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,30-39,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,40-49,2,4,6,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,50-59,3,2,5,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,60-69,5,7,12,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,70-79,11,9,20,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,80-89,11,12,23,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VDA,90+,2,3,5,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-17,Pfizer/BioNTech,VEN,20-29,0,2,2,ITH,ITH3,5,Veneto
2023-10-17,Pfizer/BioNTech,VEN,30-39,6,5,11,ITH,ITH3,5,Veneto
2023-10-17,Pfizer/BioNTech,VEN,40-49,5,2,7,ITH,ITH3,5,Veneto
