data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-03-31,Vaxzevria (AstraZeneca),LAZ,30-39,106,95,201,0,ITI,ITI4,12,Lazio
2021-03-31,Vaxzevria (AstraZeneca),LAZ,40-49,221,87,308,0,ITI,ITI4,12,Lazio
2021-03-31,Vaxzevria (AstraZeneca),LAZ,50-59,179,145,324,0,ITI,ITI4,12,Lazio
2021-03-31,Vaxzevria (AstraZeneca),LAZ,60-69,835,797,1632,0,ITI,ITI4,12,Lazio
2021-03-31,Vaxzevria (AstraZeneca),LAZ,70-79,1841,1736,3577,0,ITI,ITI4,12,Lazio
2021-03-31,Vaxzevria (AstraZeneca),LAZ,80-89,3,3,6,0,ITI,ITI4,12,Lazio
2021-03-31,Vaxzevria (AstraZeneca),LIG,16-19,3,0,3,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LIG,20-29,39,60,99,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LIG,30-39,76,93,169,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LIG,40-49,107,152,259,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LIG,50-59,200,307,507,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LIG,60-69,332,355,687,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LIG,70-79,678,784,1462,0,ITC,ITC3,7,Liguria
2021-03-31,Vaxzevria (AstraZeneca),LOM,16-19,14,9,23,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,20-29,431,805,1236,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,30-39,575,1057,1632,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,40-49,665,1537,2202,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,50-59,664,1859,2522,1,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,60-69,573,948,1521,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,70-79,244,151,395,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),LOM,80-89,2,0,2,0,ITC,ITC4,3,Lombardia
2021-03-31,Vaxzevria (AstraZeneca),MAR,16-19,7,2,9,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,20-29,44,75,119,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,30-39,71,92,163,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,40-49,95,164,259,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,50-59,123,179,302,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,60-69,102,109,211,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,70-79,56,43,99,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,80-89,278,375,652,1,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MAR,90+,39,116,155,0,ITI,ITI3,11,Marche
2021-03-31,Vaxzevria (AstraZeneca),MOL,20-29,45,93,138,0,ITF,ITF2,14,Molise
2021-03-31,Vaxzevria (AstraZeneca),MOL,30-39,23,43,66,0,ITF,ITF2,14,Molise
2021-03-31,Vaxzevria (AstraZeneca),MOL,40-49,60,95,155,0,ITF,ITF2,14,Molise
2021-03-31,Vaxzevria (AstraZeneca),MOL,50-59,66,86,152,0,ITF,ITF2,14,Molise
2021-03-31,Vaxzevria (AstraZeneca),MOL,60-69,40,48,88,0,ITF,ITF2,14,Molise
2021-03-31,Vaxzevria (AstraZeneca),MOL,70-79,6,2,8,0,ITF,ITF2,14,Molise
2021-03-31,Vaxzevria (AstraZeneca),PAB,20-29,1,0,1,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-31,Vaxzevria (AstraZeneca),PAB,80-89,1,3,1,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-31,Vaxzevria (AstraZeneca),PAT,20-29,2,12,14,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PAT,30-39,19,33,52,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PAT,40-49,27,45,72,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PAT,50-59,20,56,76,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PAT,60-69,17,31,48,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PAT,70-79,206,245,451,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PAT,80-89,4,5,9,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-31,Vaxzevria (AstraZeneca),PIE,16-19,3,0,3,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,20-29,83,94,177,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,30-39,99,144,243,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,40-49,94,146,240,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,50-59,103,98,201,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,60-69,107,58,165,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,70-79,1155,1383,2538,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,80-89,4,2,3,3,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PIE,90+,0,1,1,0,ITC,ITC1,1,Piemonte
2021-03-31,Vaxzevria (AstraZeneca),PUG,16-19,14,7,21,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),PUG,20-29,166,156,322,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),PUG,30-39,154,165,319,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),PUG,40-49,209,184,393,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),PUG,50-59,213,129,342,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),PUG,60-69,93,77,170,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),PUG,70-79,31,32,63,0,ITF,ITF4,16,Puglia
2021-03-31,Vaxzevria (AstraZeneca),SAR,20-29,51,104,155,0,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SAR,30-39,85,207,291,1,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SAR,40-49,136,440,575,1,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SAR,50-59,172,514,686,0,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SAR,60-69,101,216,317,0,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SAR,70-79,110,125,235,0,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SAR,80-89,1,0,1,0,ITG,ITG2,20,Sardegna
2021-03-31,Vaxzevria (AstraZeneca),SIC,16-19,1,1,2,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,20-29,14,20,34,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,30-39,27,24,51,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,40-49,35,45,80,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,50-59,55,47,102,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,60-69,55,65,120,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,70-79,767,969,1736,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),SIC,80-89,2,1,3,0,ITG,ITG1,19,Sicilia
2021-03-31,Vaxzevria (AstraZeneca),TOS,20-29,177,226,403,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),TOS,30-39,327,351,678,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),TOS,40-49,332,504,836,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),TOS,50-59,436,845,1281,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),TOS,60-69,382,748,1130,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),TOS,70-79,1255,1458,2713,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),TOS,80-89,132,146,278,0,ITI,ITI1,9,Toscana
2021-03-31,Vaxzevria (AstraZeneca),UMB,20-29,13,10,23,0,ITI,ITI2,10,Umbria
2021-03-31,Vaxzevria (AstraZeneca),UMB,30-39,20,3,23,0,ITI,ITI2,10,Umbria
2021-03-31,Vaxzevria (AstraZeneca),UMB,40-49,32,3,35,0,ITI,ITI2,10,Umbria
2021-03-31,Vaxzevria (AstraZeneca),UMB,50-59,19,2,21,0,ITI,ITI2,10,Umbria
2021-03-31,Vaxzevria (AstraZeneca),UMB,60-69,14,3,17,0,ITI,ITI2,10,Umbria
2021-03-31,Vaxzevria (AstraZeneca),UMB,70-79,2,0,2,0,ITI,ITI2,10,Umbria
2021-03-31,Vaxzevria (AstraZeneca),VEN,16-19,1,2,3,0,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,20-29,99,81,180,0,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,30-39,135,115,250,0,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,40-49,220,143,362,1,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,50-59,252,220,471,1,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,60-69,389,473,860,2,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,70-79,2555,3296,5845,6,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,80-89,496,920,1415,1,ITH,ITH3,5,Veneto
2021-03-31,Vaxzevria (AstraZeneca),VEN,90+,46,106,151,1,ITH,ITH3,5,Veneto
2021-04-01,Moderna,ABR,16-19,3,2,5,0,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,20-29,8,9,17,0,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,30-39,12,7,19,0,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,40-49,25,25,50,0,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,50-59,36,46,82,0,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,60-69,55,58,112,1,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,70-79,39,59,98,0,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,80-89,219,266,270,215,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,ABR,90+,15,53,43,25,ITF,ITF1,13,Abruzzo
2021-04-01,Moderna,BAS,16-19,1,0,1,0,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,20-29,5,5,9,1,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,30-39,6,4,7,3,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,40-49,5,2,4,3,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,50-59,7,11,6,12,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,60-69,6,1,1,6,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,70-79,6,11,9,8,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,80-89,139,183,24,298,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,BAS,90+,31,56,14,73,ITF,ITF5,17,Basilicata
2021-04-01,Moderna,CAL,20-29,2,5,4,3,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,30-39,7,7,5,9,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,40-49,13,12,13,12,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,50-59,9,14,14,9,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,60-69,18,21,18,21,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,70-79,21,15,15,21,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,80-89,79,85,73,91,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAL,90+,9,33,30,12,ITF,ITF6,18,Calabria
2021-04-01,Moderna,CAM,16-19,1,2,3,0,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,20-29,12,14,20,6,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,30-39,28,34,41,21,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,40-49,72,76,103,45,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,50-59,114,151,171,94,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,60-69,88,109,97,100,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,70-79,114,163,255,22,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,80-89,199,314,320,193,ITF,ITF3,15,Campania
2021-04-01,Moderna,CAM,90+,65,172,182,55,ITF,ITF3,15,Campania
2021-04-01,Moderna,EMR,16-19,1,1,1,1,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,20-29,24,21,26,19,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,30-39,41,56,68,29,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,40-49,67,91,109,49,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,50-59,95,95,130,60,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,60-69,84,105,127,62,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,70-79,102,144,182,64,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,80-89,165,308,267,206,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,EMR,90+,98,301,188,211,ITH,ITH5,8,Emilia-Romagna
2021-04-01,Moderna,FVG,20-29,2,2,0,4,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,30-39,3,8,4,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,40-49,7,10,2,15,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,50-59,14,7,1,20,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,60-69,4,9,2,11,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,70-79,2,2,2,2,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,80-89,79,129,50,158,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,FVG,90+,25,44,47,22,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-01,Moderna,LAZ,30-39,2,4,5,1,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LAZ,40-49,3,2,5,0,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LAZ,50-59,3,2,5,0,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LAZ,60-69,8,13,20,1,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LAZ,70-79,162,241,402,1,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LAZ,80-89,496,702,543,655,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LAZ,90+,72,129,100,101,ITI,ITI4,12,Lazio
2021-04-01,Moderna,LIG,20-29,1,2,3,0,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,30-39,1,4,5,0,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,40-49,6,8,14,0,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,50-59,12,20,31,1,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,60-69,11,15,26,0,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,70-79,495,532,1024,3,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,80-89,40,66,68,38,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LIG,90+,18,59,51,26,ITC,ITC3,7,Liguria
2021-04-01,Moderna,LOM,16-19,4,4,8,0,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,20-29,64,57,107,14,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,30-39,96,78,159,15,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,40-49,129,115,227,17,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,50-59,208,216,399,25,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,60-69,597,579,399,777,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,70-79,922,886,449,1359,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,80-89,862,1207,1866,203,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,LOM,90+,91,313,326,78,ITC,ITC4,3,Lombardia
2021-04-01,Moderna,MAR,16-19,1,0,1,0,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,20-29,6,3,9,0,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,30-39,10,7,11,6,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,40-49,9,16,20,5,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,50-59,20,40,41,19,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,60-69,43,36,55,24,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,70-79,64,55,80,39,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,80-89,160,269,394,35,ITI,ITI3,11,Marche
2021-04-01,Moderna,MAR,90+,102,251,341,12,ITI,ITI3,11,Marche
2021-04-01,Moderna,MOL,70-79,1,1,2,0,ITF,ITF2,14,Molise
2021-04-01,Moderna,MOL,80-89,5,11,16,0,ITF,ITF2,14,Molise
2021-04-01,Moderna,MOL,90+,5,8,13,0,ITF,ITF2,14,Molise
2021-04-01,Moderna,PAT,20-29,2,2,4,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PAT,30-39,1,1,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PAT,50-59,2,1,3,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PAT,60-69,2,1,2,1,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PAT,70-79,1,3,3,1,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PAT,80-89,19,41,12,48,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PAT,90+,14,72,17,69,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,Moderna,PIE,20-29,1,4,5,0,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,30-39,6,7,10,3,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,40-49,3,10,10,3,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,50-59,5,13,17,1,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,60-69,19,8,22,5,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,70-79,24,14,32,6,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,80-89,829,1178,1215,792,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PIE,90+,109,223,149,183,ITC,ITC1,1,Piemonte
2021-04-01,Moderna,PUG,20-29,14,14,18,10,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,30-39,20,26,11,35,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,40-49,22,36,14,44,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,50-59,62,40,19,83,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,60-69,34,30,40,24,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,70-79,32,46,71,7,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,80-89,195,350,415,130,ITF,ITF4,16,Puglia
2021-04-01,Moderna,PUG,90+,77,229,293,13,ITF,ITF4,16,Puglia
2021-04-01,Moderna,SAR,20-29,0,1,1,0,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,30-39,0,5,3,2,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,40-49,2,4,5,1,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,50-59,2,13,7,8,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,60-69,5,10,13,2,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,70-79,8,8,10,6,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,80-89,81,120,72,129,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SAR,90+,18,46,12,52,ITG,ITG2,20,Sardegna
2021-04-01,Moderna,SIC,16-19,1,0,1,0,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,20-29,43,24,65,2,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,30-39,65,39,101,3,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,40-49,95,55,147,3,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,50-59,113,69,171,11,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,60-69,94,51,134,11,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,70-79,96,130,217,9,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,80-89,90,184,179,95,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,SIC,90+,23,106,76,53,ITG,ITG1,19,Sicilia
2021-04-01,Moderna,TOS,16-19,4,4,7,1,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,20-29,29,22,36,15,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,30-39,49,47,80,16,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,40-49,59,66,104,21,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,50-59,106,101,158,49,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,60-69,156,101,168,89,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,70-79,242,165,183,224,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,80-89,63,31,23,71,ITI,ITI1,9,Toscana
2021-04-01,Moderna,TOS,90+,3,2,0,5,ITI,ITI1,9,Toscana
2021-04-01,Moderna,UMB,50-59,0,1,1,0,ITI,ITI2,10,Umbria
2021-04-01,Moderna,UMB,60-69,1,0,1,0,ITI,ITI2,10,Umbria
2021-04-01,Moderna,UMB,70-79,1,1,2,0,ITI,ITI2,10,Umbria
2021-04-01,Moderna,UMB,80-89,161,292,149,304,ITI,ITI2,10,Umbria
2021-04-01,Moderna,UMB,90+,97,363,135,325,ITI,ITI2,10,Umbria
2021-04-01,Moderna,VDA,50-59,1,1,2,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-01,Moderna,VDA,60-69,1,3,4,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-01,Moderna,VDA,70-79,3,3,6,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-01,Moderna,VDA,80-89,5,10,13,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-01,Moderna,VDA,90+,8,9,8,9,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-01,Moderna,VEN,16-19,1,0,1,0,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,20-29,16,21,13,24,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,30-39,12,23,11,24,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,40-49,24,39,39,24,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,50-59,39,49,63,25,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,60-69,55,57,72,40,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,70-79,101,96,158,39,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,80-89,133,225,73,285,ITH,ITH3,5,Veneto
2021-04-01,Moderna,VEN,90+,30,95,93,32,ITH,ITH3,5,Veneto
2021-04-01,Pfizer/BioNTech,ABR,16-19,2,3,4,1,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,20-29,45,41,37,49,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,30-39,35,68,53,50,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,40-49,64,84,94,54,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,50-59,108,128,172,64,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,60-69,210,299,326,183,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,70-79,266,244,496,14,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,80-89,943,1197,977,1163,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,ABR,90+,140,251,123,268,ITF,ITF1,13,Abruzzo
2021-04-01,Pfizer/BioNTech,BAS,16-19,0,1,0,1,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,20-29,4,3,5,2,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,30-39,17,16,21,12,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,40-49,25,17,31,11,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,50-59,18,23,33,8,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,60-69,33,23,49,7,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,70-79,17,8,24,1,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,80-89,606,863,1232,237,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,BAS,90+,85,232,285,32,ITF,ITF5,17,Basilicata
2021-04-01,Pfizer/BioNTech,CAL,16-19,8,9,7,10,ITF,ITF6,18,Calabria
2021-04-01,Pfizer/BioNTech,CAL,20-29,86,92,77,101,ITF,ITF6,18,Calabria
2021-04-01,Pfizer/BioNTech,CAL,30-39,110,134,108,136,ITF,ITF6,18,Calabria
2021-04-01,Pfizer/BioNTech,CAL,40-49,130,193,154,169,ITF,ITF6,18,Calabria
2021-04-01,Pfizer/BioNTech,CAL,50-59,236,294,269,261,ITF,ITF6,18,Calabria
