area,denominazione_struttura,tipologia,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
LAZ,RSA C.C. VILLA GIULIA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA C.D.C. ANGELI CUSTODI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA CASA DI CURA MADONNA DIV.AMORE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA CASTELLO DELLA QUIETE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA CITTA' DI RIETI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA CORI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA EBRAICA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA FONDAZIONE TURATI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA ICILIO GIORGIO MANCINI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA IL PIGNETO,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA LA TERESIANA S.R.L.,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA LONGONI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA MATER DEI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA MENDICINI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA MINTURNO POGGIO DUCALE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA PARCO DELLE ROSE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA REGINA COELORUM,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA RESIDENZA CIRENE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA RESIDENZA MAGNOLIA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA RESIDENZA MONTE BUONO,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA RESIDENZA PONTINA SRL,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA SACRO CUORE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA SAN FRANCESCO ALATRI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA SAN GIOVANNI DI DIO 151,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA SAN GIUSEPPE SPA - VILLA GIUSEPPINA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA SAN MICHELE ARCANGELO,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA SANTA MARINELLA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA TOTI,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA VALLE DEI CASALI EX CORVIALE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA VILLA CARLA S.R.L.,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA VILLA DELLE MAGNOLIE,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA VILLA GAIA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA VILLA TUSCOLANA,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA VITERBO SRL,Territoriale,ITI,ITI4,12,Lazio
LAZ,RSA- L'ASSUNTA,Territoriale,ITI,ITI4,12,Lazio
LAZ,SAN GIOVANNI DI DIO FONDI,Ospedaliero,ITI,ITI4,12,Lazio
LAZ,SAN MICHELE HOSP.SRL,Territoriale,ITI,ITI4,12,Lazio
LAZ,SAN MICHELE HOSPITAL RESIDENZIALE,Territoriale,ITI,ITI4,12,Lazio
LAZ,SOCIETÀ COMUNITÀ FRANCESCO SRL PSICHIATRICA,Territoriale,ITI,ITI4,12,Lazio
LAZ,SRSR EUNOS,Territoriale,ITI,ITI4,12,Lazio
LAZ,SRTR AGATOS,Territoriale,ITI,ITI4,12,Lazio
LAZ,STRUTTURA PSICHIATRICA 'VILLA  LETIZIA',Territoriale,ITI,ITI4,12,Lazio
LAZ,STRUTTURA PSICHIATRICA VILLA ARMONIA NUOVA,Territoriale,ITI,ITI4,12,Lazio
LAZ,STRUTTURA RESIDENZIALE TERAPEUTICA RIABIL.VA CATACOMBE DI GENEROSA (H. PROT.),Territoriale,ITI,ITI4,12,Lazio
LAZ,VILLA ADRIANA 2 PSICHIATRICA,Territoriale,ITI,ITI4,12,Lazio
LAZ,VILLA BELVEDERE,Territoriale,ITI,ITI4,12,Lazio
LAZ,VILLA BUON RESPIRO,Territoriale,ITI,ITI4,12,Lazio
LAZ,VILLA DEI PINI ASA SRL,Ospedaliero,ITI,ITI4,12,Lazio
LAZ,VILLA DELLE QUERCE-POLIGEST,Ospedaliero,ITI,ITI4,12,Lazio
LAZ,VILLA IMMACOLATA,Ospedaliero,ITI,ITI4,12,Lazio
LAZ,VILLA MADDALENA PSICHIATRICA,Territoriale,ITI,ITI4,12,Lazio
LAZ,VILLA SANTA MARGHERITA,Territoriale,ITI,ITI4,12,Lazio
LAZ,VILLA TIBERIA HOSPITAL,Ospedaliero,ITI,ITI4,12,Lazio
LAZ,VITERBO,Ospedaliero,ITI,ITI4,12,Lazio
LIG,A.S.P. CASA DI RIPOSO IMPERIA,Territoriale,ITC,ITC3,7,Liguria
LIG,ALBATROS SRL  C. GIOVANNA D'A,Territoriale,ITC,ITC3,7,Liguria
LIG,ALLOGGIO ASSISTITO RAPALLO VIA DEL CARMELO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMB. EMODIALISI,Territoriale,ITC,ITC3,7,Liguria
LIG,AMB. MEDICINA DEL VIAGGIATORE,Territoriale,ITC,ITC3,7,Liguria
LIG,AMB.CASA DI CURA ALMA MATER SP,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORI OSPEDALE GALLINO PONTEDECIMO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORI OSPEDALE LA COLLETTA,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORI OSPEDALE P.A. MICONE SESTRI P.,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORI OSPEDALE VILLA SCASSI,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO DI VARESE LIGURE,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO IRCCS OSPEDALE POLICLINICO SAN MARTINO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO MONTEBRUNO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO OSP. EVANGELICO PRESSO SAN CARLO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO OSPEDALIERO BO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO OSPEDALIERO IM,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO OSPEDALIERO SR,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO PRESSO POLIZIA DI STATO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINALE - CARCERE PONTEDECIMO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINALE - CASERMA POLIZIA BOLZANETO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINALE - LILT (LEGA ITALIANA LOTTA CONTRO I TUMORI),Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINALE - PIEVE LIGURE ALTA,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINALE COVID FOLLO,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINALE COVID LA SPEZIA,Territoriale,ITC,ITC3,7,Liguria
LIG,AMBULATORIO VACCINAZIONI PRESSO VILLA SERENA,Territoriale,ITC,ITC3,7,Liguria
LIG,ANCORA,Territoriale,ITC,ITC3,7,Liguria
LIG,ANFASS CASA DELLE GINESTRE,Territoriale,ITC,ITC3,7,Liguria
LIG,ANFASS CASA DI MARCO,Territoriale,ITC,ITC3,7,Liguria
LIG,ANFASS CD IMPERIA,Territoriale,ITC,ITC3,7,Liguria
LIG,ANFASS CD SANREMO,Territoriale,ITC,ITC3,7,Liguria
LIG,ANFFAS - VILLA GIMELLI,Territoriale,ITC,ITC3,7,Liguria
LIG,ANFFAS TIGULLIO EST,Territoriale,ITC,ITC3,7,Liguria
LIG,ARDOINO MORELLI,Territoriale,ITC,ITC3,7,Liguria
LIG,ASL1 - DISTR.1 BORDIGHERA COVID MMG ,Territoriale,ITC,ITC3,7,Liguria
LIG,ASL1 - DISTR.2 SANREMESE COVID MMG ,Territoriale,ITC,ITC3,7,Liguria
LIG,ASL1 - DISTR.3 IMPERIESE COVID MMG ,Territoriale,ITC,ITC3,7,Liguria
LIG,ASP BRIGNOLE - STRUPPA (EX DORIA) - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,ASP-OPERE PIE RIUNITE DEVOTO-MARINI-SIVORI,Territoriale,ITC,ITC3,7,Liguria
LIG,AVIS COMUNALE RONCO SCRIVIA,Territoriale,ITC,ITC3,7,Liguria
LIG,BADALUCCO - CENTRO VACCINAZIONE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,BAGLIETTO - COGOLETO - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,BAJARDO - CENTRO VACCINAZIONE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,BETLEMME,Territoriale,ITC,ITC3,7,Liguria
LIG,BOGLIASCO CROCE VERDE,Territoriale,ITC,ITC3,7,Liguria
LIG,BOREA,Territoriale,ITC,ITC3,7,Liguria
LIG,BORELLI RP,Territoriale,ITC,ITC3,7,Liguria
LIG,BORELLI RSA,Territoriale,ITC,ITC3,7,Liguria
LIG,C.C. MARASSI - AMB.,Territoriale,ITC,ITC3,7,Liguria
LIG,C.CURE PALLIATIVE 'MISERICORDIA' S.M.G. ROSSELLO - SAVONA,Territoriale,ITC,ITC3,7,Liguria
LIG,C.D. 'SOLE D'AUTUNNO' - ALASSIO,Territoriale,ITC,ITC3,7,Liguria
LIG,C.P.A. - TIGLIETO (DR. ZUNINO) - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,C.R.C.T.  IL GABBIANO-SEGESTA,Territoriale,ITC,ITC3,7,Liguria
LIG,CA' MILIO,Territoriale,ITC,ITC3,7,Liguria
LIG,CAMOGLI CROCE ROSSA ITALIANA,Territoriale,ITC,ITC3,7,Liguria
LIG,CAMPOROSSO - CENTRO POLIVALENTE G.FALCONE,Territoriale,ITC,ITC3,7,Liguria
LIG,CARITA`,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA ANZIANI S. BERNARDO VILLA CROVETTO - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA ARCOBALENO COMETA CONSORZIO COOP. SOC.,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA DELLA SALUTE - MULTEDO,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA DELLA SALUTE - SAMPIERDARENA TORRE MSC,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA DI CURA 'S. LUCIA' - SAVONA,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA DI RIPOSO AGNESI,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA LAURA SRL,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA S.S. CONCEZIONE - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA S.S. CONCEZIONE - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA SCAPOLI,Territoriale,ITC,ITC3,7,Liguria
LIG,CASA SERENA - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,CAUP CASA MELISSANO 1.3A,Territoriale,ITC,ITC3,7,Liguria
LIG,CAUP IMPERIA,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DI RIABILITAZIONE (EX CITTA' DI GENOVA) - RSA 1 FASCIA,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DIURNO 'B. ACQUARONE',Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DIURNO CONTE CANEVARO,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DIURNO DISABILI ANTARES,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DIURNO LA GABBIANELLA CASA MASSA` PSIC,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DIURNO PSICHIATRICO SARZANA,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO DIURNO S.MARGHERITA LIGURE,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO FRANCO CHIARELLA - VILLAGGIO DEL RAGAZZO,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO TITTI COSTA ZENOGLIO,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO VACCINALE,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO VACCINALE AUDITORIUM,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO VACCINALE CORSO DANTE,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO VACCINALE MED. PENITENZIARIA,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO VACCINALE STELMILIT,Territoriale,ITC,ITC3,7,Liguria
LIG,CENTRO VACCINALE VIALE DANTE,Territoriale,ITC,ITC3,7,Liguria
LIG,CERIANA - CENTRO VACCINAZIONE COVID ,Territoriale,ITC,ITC3,7,Liguria
LIG,CHIAPPORI,Territoriale,ITC,ITC3,7,Liguria
LIG,CHIAVARESE,Ospedaliero,ITC,ITC3,7,Liguria
LIG,CHIUSAVECCHIA - CENTRO VACCINAZIONE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,COMUNE ROVEGNO,Territoriale,ITC,ITC3,7,Liguria
LIG,COMUNITA' ALLOGGIO UTENZA PSICHIATRICA,Territoriale,ITC,ITC3,7,Liguria
LIG,COMUNITA' TERAPEUTICA 'UN'OCCASIONE',Territoriale,ITC,ITC3,7,Liguria
LIG,CONSORZIO AGORA' D'ITALIA (EX MOSÈ DE NEGRI) DAVAGNA - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSORZIO CAMPO DEL VESCOVO BRUGNATO,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSORZIO CAMPO DEL VESCOVO ROCCHETTA,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSORZIO COCIV - STANZA VACCINALE PER I PROPRI DIPENDENTI,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSORZIO COMETA,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSULTORIO FAMILIARE BORZONASCA,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSULTORIO-D.S.S. 12-VIA ARCHIMEDE,Territoriale,ITC,ITC3,7,Liguria
LIG,CONSULTORIO-D.S.S. 13-VIA MAGGIO,Territoriale,ITC,ITC3,7,Liguria
LIG,COOP.SOCIALE 'I DUE MARI',Territoriale,ITC,ITC3,7,Liguria
LIG,CROCE VERDE CASELLA,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 10 AMBULATORI (EX OSP. CELESIA),Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 11 AMBULATORI VIA XII OTTOBRE,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 12 AMBULATORI BARGAGLI,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 12 AMBULATORI TORRIGLIA,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 12 AMBULATORI VIA ARCHIMEDE,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 12 POLIAMBULATORI VIA STRUPPA,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 13 AMBULATORI (EX OSP. S. ANTONIO) RECCO,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 13 AMBULATORI NERVI,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 9 POLIAMBULATORI EX MANIFATTURA TABACCHI,Territoriale,ITC,ITC3,7,Liguria
LIG,D.S.S. 9 POLIAMBULATORI FIUMARA,Territoriale,ITC,ITC3,7,Liguria
LIG,DIANO MARINA - CENTRO VACCINAZIONE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,DIREZIONE ASL3 LIGURIA,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - POLIAMB. BRUGNATO SESTA GODANO,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - POLIAMBULATORIO CEPARANA,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - POLIAMBULATORIO LEVANTO,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - PUNTO PRELIEVI BEVERINO,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - PUNTO PRELIEVI BRUGNATO,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - PUNTO PRELIEVI FOLLO,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 17 - PUNTO PRELIEVI RICCO`DEL GOLFO,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 18 - POLIAMB. VIA XXIV MAGGIO 141,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 18 - POLIAMBULATORIO LERICI,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 19 - POLIAMB. DISTRETTUALE SARZANA,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTR. 19 - PUNTO PRELIEVI ARCOLA,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTRETTO 1 - VACCINAZIONE DOMICILIARE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTRETTO 2 - VACCINAZIONE DOMICILIARE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,DISTRETTO 3 - VACCINAZIONE DOMICILIARE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,DON C. GARBARINO - TORRIGLIA - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,DON LUIGI GUANELLA (DONNE) - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE - CAMALDOLI (UOMINI) - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE - CAMALDOLI (UOMINI) - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE - CASTAGNA - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE - CASTAGNA - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE PAVERANO - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE PAVERANO - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE PAVERANO - RSA 1 FASCIA,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE RP,Territoriale,ITC,ITC3,7,Liguria
LIG,DON ORIONE RSA,Territoriale,ITC,ITC3,7,Liguria
LIG,DSS 13 - CASA DELLA SALUTE QUARTO,Territoriale,ITC,ITC3,7,Liguria
LIG,DSS 8 - CASA DELLA SALUTE VOLTRI,Territoriale,ITC,ITC3,7,Liguria
LIG,E.O. OSPEDALI GALLIERA,Territoriale,ITC,ITC3,7,Liguria
LIG,EMERA RSA,Territoriale,ITC,ITC3,7,Liguria
LIG,EX FERRIERA FORMENTO ROSSIGLIONE,Territoriale,ITC,ITC3,7,Liguria
LIG,FELICE CONIO - ROVEGNO - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,FIERA DEL MARE PADIGLIONE JEAN NOUVEL,Territoriale,ITC,ITC3,7,Liguria
LIG,FONDAZIONE SACRA FAMIGLIA,Territoriale,ITC,ITC3,7,Liguria
LIG,FRANCHIOLO,Territoriale,ITC,ITC3,7,Liguria
LIG,G.V.M. MACCIO' - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,G.V.M. MACCIO' - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,GENOVESE,Ospedaliero,ITC,ITC3,7,Liguria
LIG,GISAL CEAD CASA MARTA,Territoriale,ITC,ITC3,7,Liguria
LIG,HITACHI RAIL STS GENOVA HUB VACCINALE,Territoriale,ITC,ITC3,7,Liguria
LIG,HOSPICE GIGI GHIROTTI - ALBARO,Territoriale,ITC,ITC3,7,Liguria
LIG,HUB SALA CHIAMATA,Territoriale,ITC,ITC3,7,Liguria
LIG,HUB VACCINALE AMAZON ITALIA,Territoriale,ITC,ITC3,7,Liguria
LIG,HUB VACCINALE ANSALDO ENERGIA,Territoriale,ITC,ITC3,7,Liguria
LIG,HUB VACCINALE IPLOM - BUSALLA,Territoriale,ITC,ITC3,7,Liguria
LIG,HUB VACCINALE TEATRO DELLA GIOVENTU',Territoriale,ITC,ITC3,7,Liguria
LIG,IL FAGGIO CARCARE,Territoriale,ITC,ITC3,7,Liguria
LIG,IL FAGGIO COOP SOC. ONLUS,Territoriale,ITC,ITC3,7,Liguria
LIG,IL FAGGIO COOP. SOCIALE,Territoriale,ITC,ITC3,7,Liguria
LIG,IL FAGGIO ONLUS,Territoriale,ITC,ITC3,7,Liguria
LIG,IL FARO,Territoriale,ITC,ITC3,7,Liguria
LIG,IL PONTE,Territoriale,ITC,ITC3,7,Liguria
LIG,IL SORRISO - CONSORZIO TASSANO,Territoriale,ITC,ITC3,7,Liguria
LIG,IMPERIA - PALASALUTE CENTRO VACCINAZIONE COVID ,Territoriale,ITC,ITC3,7,Liguria
LIG,IMPERIESE,Ospedaliero,ITC,ITC3,7,Liguria
LIG,IRCCS CENTRO RIABILITAZIONE DON CARLO GNOCCHI,Territoriale,ITC,ITC3,7,Liguria
LIG,ISAH CENTRO DI RIAB. POLIVALEN,Territoriale,ITC,ITC3,7,Liguria
LIG,ISAH SAN GIUSEPPE DOLCEDO,Territoriale,ITC,ITC3,7,Liguria
LIG,ISNARDI PIGNA,Territoriale,ITC,ITC3,7,Liguria
LIG,ISOLA DEL CANTONE - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,ISOLABONA - CENTRO VACCINAZIONE COVID ,Territoriale,ITC,ITC3,7,Liguria
LIG,IST. D. CHIOSSONE CORSO ARMELLINI - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,IST. D. CHIOSSONE CORSO ARMELLINI- NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,IST. D. CHIOSSONE S.TA NUOVA N.S. DEL MONTE - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,IST. D. CHIOSSONE S.TA NUOVA N.S. DEL MONTE - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,IST. DAVID CHIOSSONE - CAPRIFOGLIO,Territoriale,ITC,ITC3,7,Liguria
LIG,IST. VALVERDE - GIUSTENICE,Territoriale,ITC,ITC3,7,Liguria
LIG,ISTITUTO GIANNINA GASLINI,Territoriale,ITC,ITC3,7,Liguria
LIG,ISTITUTO MEDICO PED. BORGHETTO,Territoriale,ITC,ITC3,7,Liguria
LIG,JOY (EX OASI) - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,JOY (EX OASI) - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,KCS CAREGIVER (EX ASP E. BRIGNOLE) -  CASTELLETTO - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,KCS CAREGIVER (EX ASP E. BRIGNOLE) - CASTELLETTO - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,KCS CORONATA (S. RAFFAELE) (EX ASP E. BRIGNOLE) - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,KCS CORONATA (S. RAFFAELE) (EX ASP E. BRIGNOLE) ¿ NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,KCS RIVAROLO (EX ASP E. BRIGNOLE) - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,KOS CARE SRL - CASTAGNOLA,Territoriale,ITC,ITC3,7,Liguria
LIG,KOS CARE SRL - CASTELDONINO,Territoriale,ITC,ITC3,7,Liguria
LIG,KOS CARE SRL - IL MINERVA,Territoriale,ITC,ITC3,7,Liguria
LIG,KOS CARE SRL - LA MARGHERITA,Territoriale,ITC,ITC3,7,Liguria
LIG,LA BENEDETTA - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,LA CAMANDOLINA - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,LA MISSIONE COMUNITA' COMETA CONSORZIO COOP SOC.,Territoriale,ITC,ITC3,7,Liguria
LIG,LE CLARISSE - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,LE CLARISSE - NAT,Territoriale,ITC,ITC3,7,Liguria
LIG,LE CLARISSE - RSA 1 FASCIA,Territoriale,ITC,ITC3,7,Liguria
LIG,LE GRANGE,Territoriale,ITC,ITC3,7,Liguria
LIG,LE PALME,Territoriale,ITC,ITC3,7,Liguria
LIG,MAGAZZINI DEL COTONE,Territoriale,ITC,ITC3,7,Liguria
LIG,MEDICINA INTERNA OSPEDALE S.PAOLO SAVONA,Territoriale,ITC,ITC3,7,Liguria
LIG,MOLINI DI TRIORA - CENTRO VACCINAZIONE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,NUCLEO ALZHEIMER RSA ROSSIGLIONE,Territoriale,ITC,ITC3,7,Liguria
LIG,NUOVA ASSISTENZA SOC. COOP SOC. ONLUS,Territoriale,ITC,ITC3,7,Liguria
LIG,OASI SOLE E MARE - ARENZANO - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,OLMARELLO,Territoriale,ITC,ITC3,7,Liguria
LIG,OPERA GIOSUÈ SIGNORI VILLA PALME - RP,Territoriale,ITC,ITC3,7,Liguria
LIG,ORENGO DEMORA,Territoriale,ITC,ITC3,7,Liguria
LIG,OSP. EVANGELICO INTERNAZIONALE,Territoriale,ITC,ITC3,7,Liguria
LIG,OSP.CIVILE DI SESTRI LEVANTE,Territoriale,ITC,ITC3,7,Liguria
LIG,OSP.RIUNITI LEONARDI/RIBOLI CH,Territoriale,ITC,ITC3,7,Liguria
LIG,OSPEDALE N.S. DI MONTALLEGRO,Territoriale,ITC,ITC3,7,Liguria
LIG,OSPEDALE SAN GIUSEPPE,Ospedaliero,ITC,ITC3,7,Liguria
LIG,OSPEDALE SAN PAOLO,Ospedaliero,ITC,ITC3,7,Liguria
LIG,OSPEDALE SANTA CORONA,Ospedaliero,ITC,ITC3,7,Liguria
LIG,OSPEDALE SANTA MARIA MISERICORDIA,Ospedaliero,ITC,ITC3,7,Liguria
LIG,OSPEDALI RIUNITI LEONARDI E RIBOLI LAVAGNA,Territoriale,ITC,ITC3,7,Liguria
LIG,PENSIONATO ANZIANI MONTOGGIO - NAP,Territoriale,ITC,ITC3,7,Liguria
LIG,PERINALDO - CENTRO VACCINAZIONE COVID ,Territoriale,ITC,ITC3,7,Liguria
LIG,PIEVE DI TECO - CENTRO VACCINAZIONE COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,PIGNA - CENTRO VACCINAZIONI COVID,Territoriale,ITC,ITC3,7,Liguria
LIG,PII ISTITUTI RIUNITI,Territoriale,ITC,ITC3,7,Liguria
LIG,POLIAMB. ASL3 C/O SAN MARTINO,Territoriale,ITC,ITC3,7,Liguria
LIG,POLIAMB. OSP. LA SPEZIA CENTRO,Territoriale,ITC,ITC3,7,Liguria
LIG,POLIAMBULATORI  REZZOAGLIO,Territoriale,ITC,ITC3,7,Liguria
LIG,POLIAMBULATORIO OSP. SZ,Territoriale,ITC,ITC3,7,Liguria
LIG,POLIAMBULATORIO OSPED. LEVANTO,Territoriale,ITC,ITC3,7,Liguria
LIG,POLIAMBULATORIO SAN SIRO,Territoriale,ITC,ITC3,7,Liguria
LIG,POLO SANITARIO VAL FONTANABUONA  CICAGNA,Territoriale,ITC,ITC3,7,Liguria
LIG,PRESIDIO PRIMO LEVI,Territoriale,ITC,ITC3,7,Liguria
LIG,PRESIDIO RIABILITATIVO  MONS,Territoriale,ITC,ITC3,7,Liguria
LIG,QUAGLIA,Territoriale,ITC,ITC3,7,Liguria
LIG,QUARTO,Territoriale,ITC,ITC3,7,Liguria
LIG,R.P.  N.S. DI GUADALUPE,Territoriale,ITC,ITC3,7,Liguria
